merchant_id,month_end,industry,txn_count_30d,gmv_30d,decline_rate_30d,fraud_rate_30d,chargeback_rate_30d,sla_events_60d,sla_breach_rate_60d,default_next_60d,month,champ_score,challenger_score,rule_score,rule_reason,final_risk_score,alert_flag
e6249bec-3e81-4a65-95d0-e8142548fe05,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c1dea75d-4ead-4853-b813-1d9de74a273c,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c1dea75d-4ead-4853-b813-1d9de74a273c,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c1dea75d-4ead-4853-b813-1d9de74a273c,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ae81fda3-fd2f-436a-a057-468ff9d4e205,2025-10-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ae81fda3-fd2f-436a-a057-468ff9d4e205,2025-11-30,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ae81fda3-fd2f-436a-a057-468ff9d4e205,2025-12-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
00eac715-204b-41fe-8c17-50d2f3385395,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
00eac715-204b-41fe-8c17-50d2f3385395,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
00eac715-204b-41fe-8c17-50d2f3385395,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12,0.5800632686623948,0.57225734,0.0,,0.57225734,1
dc1aa66a-18ca-4870-b1b4-9f6ffc933909,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
dc1aa66a-18ca-4870-b1b4-9f6ffc933909,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11,0.5800632686623948,0.57225734,0.0,,0.57225734,1
dc1aa66a-18ca-4870-b1b4-9f6ffc933909,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
5849a3dc-08d1-4044-a0ac-999a91d555ea,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10,0.5800632686623948,0.57225734,0.0,,0.57225734,1
5849a3dc-08d1-4044-a0ac-999a91d555ea,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
5849a3dc-08d1-4044-a0ac-999a91d555ea,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
35c23987-b9dd-4585-aa12-f06b08d4b2cd,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,10,0.6658208633775256,0.6724913,0.0,,0.6724913,1
35c23987-b9dd-4585-aa12-f06b08d4b2cd,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
35c23987-b9dd-4585-aa12-f06b08d4b2cd,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
f3d291e7-f2e3-4f2a-bf00-5971847b3b1e,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
f3d291e7-f2e3-4f2a-bf00-5971847b3b1e,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
f3d291e7-f2e3-4f2a-bf00-5971847b3b1e,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
fd9c1fba-f734-4ae9-92af-494ebfaa0a2a,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10,0.5800632686623948,0.57225734,0.0,,0.57225734,1
fd9c1fba-f734-4ae9-92af-494ebfaa0a2a,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,11,0.6283937549740471,0.6157166,0.3,SLA Breach,0.6157166,1
fd9c1fba-f734-4ae9-92af-494ebfaa0a2a,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,12,0.6658208633775256,0.6724913,0.0,,0.6724913,1
ca9fd627-dda4-455e-803d-2b0c8c69055d,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ca9fd627-dda4-455e-803d-2b0c8c69055d,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11,0.5800632686623948,0.57225734,0.0,,0.57225734,1
ca9fd627-dda4-455e-803d-2b0c8c69055d,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
b7b7f3ac-6fee-4c5c-ad69-5bf9017ee054,2025-10-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
b7b7f3ac-6fee-4c5c-ad69-5bf9017ee054,2025-11-30,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
b7b7f3ac-6fee-4c5c-ad69-5bf9017ee054,2025-12-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
d334dfe0-8a41-4fb6-ac0e-5b5b82a6d24f,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
d334dfe0-8a41-4fb6-ac0e-5b5b82a6d24f,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
d334dfe0-8a41-4fb6-ac0e-5b5b82a6d24f,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
4524601b-d317-4765-bd80-b4970f6b2b25,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
4524601b-d317-4765-bd80-b4970f6b2b25,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
4524601b-d317-4765-bd80-b4970f6b2b25,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
364673ba-1c21-467d-a5d5-27696ad725ce,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10,0.5800632686623948,0.57225734,0.0,,0.57225734,1
364673ba-1c21-467d-a5d5-27696ad725ce,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
364673ba-1c21-467d-a5d5-27696ad725ce,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
79f8164d-c122-4943-aef8-674b7853b786,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
79f8164d-c122-4943-aef8-674b7853b786,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
79f8164d-c122-4943-aef8-674b7853b786,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
e3be5712-70e9-470f-a5a7-1fe0bbb8cdfe,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
e3be5712-70e9-470f-a5a7-1fe0bbb8cdfe,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
e3be5712-70e9-470f-a5a7-1fe0bbb8cdfe,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
fab7ecb6-3e22-43a7-8cb6-049372e82e53,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
fab7ecb6-3e22-43a7-8cb6-049372e82e53,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
fab7ecb6-3e22-43a7-8cb6-049372e82e53,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
1a537e35-0b91-4b14-a1d5-370165e90f4c,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
1a537e35-0b91-4b14-a1d5-370165e90f4c,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
1a537e35-0b91-4b14-a1d5-370165e90f4c,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
1117539a-94f5-42a0-b09d-4a12b52bf08a,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
1117539a-94f5-42a0-b09d-4a12b52bf08a,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
1117539a-94f5-42a0-b09d-4a12b52bf08a,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
106593f9-3a83-46fb-b60f-f11fc083adb6,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
106593f9-3a83-46fb-b60f-f11fc083adb6,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
106593f9-3a83-46fb-b60f-f11fc083adb6,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0133bff3-7897-44cc-8fb1-7da1f440bc8c,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0133bff3-7897-44cc-8fb1-7da1f440bc8c,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0133bff3-7897-44cc-8fb1-7da1f440bc8c,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c51af1f4-2b65-4acb-ab7f-03e343cc239c,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c51af1f4-2b65-4acb-ab7f-03e343cc239c,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11,0.5800632686623948,0.57225734,0.0,,0.57225734,1
c51af1f4-2b65-4acb-ab7f-03e343cc239c,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
49088543-3331-4fc2-9f4c-469fcb9f1e60,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
49088543-3331-4fc2-9f4c-469fcb9f1e60,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
49088543-3331-4fc2-9f4c-469fcb9f1e60,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
90ad5671-8afe-48c6-aadd-00a6a673a55f,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
90ad5671-8afe-48c6-aadd-00a6a673a55f,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
90ad5671-8afe-48c6-aadd-00a6a673a55f,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
93f46c34-55c0-4100-b722-794cbbe21e65,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
93f46c34-55c0-4100-b722-794cbbe21e65,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
93f46c34-55c0-4100-b722-794cbbe21e65,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
08d9ebbc-4033-49ad-8002-d4696635eaca,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
08d9ebbc-4033-49ad-8002-d4696635eaca,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
08d9ebbc-4033-49ad-8002-d4696635eaca,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
2a401b66-3d73-4526-836e-c33dd761d5be,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
2a401b66-3d73-4526-836e-c33dd761d5be,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
2a401b66-3d73-4526-836e-c33dd761d5be,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0050ebe3-cc55-4a38-9ed6-899300543751,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0050ebe3-cc55-4a38-9ed6-899300543751,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0050ebe3-cc55-4a38-9ed6-899300543751,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ddb3a68d-39da-406e-a082-637291d96e5a,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ddb3a68d-39da-406e-a082-637291d96e5a,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ddb3a68d-39da-406e-a082-637291d96e5a,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ee638fe0-01c0-44a4-8459-39a1f5c67626,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ee638fe0-01c0-44a4-8459-39a1f5c67626,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
ee638fe0-01c0-44a4-8459-39a1f5c67626,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
3e4aded0-32f0-4f48-bb67-9b0b8bcf5c67,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,10,0.6658208633775256,0.6724913,0.0,,0.6724913,1
3e4aded0-32f0-4f48-bb67-9b0b8bcf5c67,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
3e4aded0-32f0-4f48-bb67-9b0b8bcf5c67,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12,0.5800632686623948,0.57225734,0.0,,0.57225734,1
bef0e953-d81b-4a4d-b02a-6a3c4745476c,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
bef0e953-d81b-4a4d-b02a-6a3c4745476c,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
bef0e953-d81b-4a4d-b02a-6a3c4745476c,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c4f499b7-7398-4e49-9f89-1235dad63228,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c4f499b7-7398-4e49-9f89-1235dad63228,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
c4f499b7-7398-4e49-9f89-1235dad63228,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
09ac1526-84c6-4771-8efa-a70c73c3229d,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
09ac1526-84c6-4771-8efa-a70c73c3229d,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11,0.5800632686623948,0.57225734,0.0,,0.57225734,1
09ac1526-84c6-4771-8efa-a70c73c3229d,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12,0.5800632686623948,0.57225734,0.0,,0.57225734,1
11b98422-e1b0-4883-bc88-ede5ecd78930,2025-10-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
11b98422-e1b0-4883-bc88-ede5ecd78930,2025-11-30,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
11b98422-e1b0-4883-bc88-ede5ecd78930,2025-12-31,Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
97afc97a-0524-4f52-a569-c8c6543a0b37,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
97afc97a-0524-4f52-a569-c8c6543a0b37,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
97afc97a-0524-4f52-a569-c8c6543a0b37,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
72fb06e1-e96e-4541-8376-7e73ff6b2509,2025-10-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
72fb06e1-e96e-4541-8376-7e73ff6b2509,2025-11-30,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
72fb06e1-e96e-4541-8376-7e73ff6b2509,2025-12-31,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
97d95b7b-afac-445a-8f9f-f4e45cf1ebbc,2025-10-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
97d95b7b-afac-445a-8f9f-f4e45cf1ebbc,2025-11-30,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
97d95b7b-afac-445a-8f9f-f4e45cf1ebbc,2025-12-31,DigitalGoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
8e27540e-169e-4f4e-9e78-f42158af3cae,2025-10-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
8e27540e-169e-4f4e-9e78-f42158af3cae,2025-11-30,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
8e27540e-169e-4f4e-9e78-f42158af3cae,2025-12-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
cc6b2772-c53d-4dfe-9a1c-452f97fdb1fc,2025-10-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
cc6b2772-c53d-4dfe-9a1c-452f97fdb1fc,2025-11-30,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
cc6b2772-c53d-4dfe-9a1c-452f97fdb1fc,2025-12-31,Marketplace,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12,0.5800632686623948,0.57225734,0.0,,0.57225734,1
03062be4-52c6-4cee-8782-72d080ec24cd,2025-10-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
03062be4-52c6-4cee-8782-72d080ec24cd,2025-11-30,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
03062be4-52c6-4cee-8782-72d080ec24cd,2025-12-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0f3dfa78-6ca2-4655-a776-3dee909f1a0d,2025-10-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0f3dfa78-6ca2-4655-a776-3dee909f1a0d,2025-11-30,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
0f3dfa78-6ca2-4655-a776-3dee909f1a0d,2025-12-31,Marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
9b57b738-3369-40c0-8370-287ac38b1143,2025-10-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.4891823804261759,0.48979527,0.0,,0.48979527,1
9b57b738-3369-40c0-8370-287ac38b1143,2025-11-30,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.4891823804261759,0.48979527,0.0,,0.48979527,1
9b57b738-3369-40c0-8370-287ac38b1143,2025-12-31,Subscription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4891823804261759,0.48979527,0.0,,0.48979527,1
